stationid,stationname,stationlatitude,stationlongitude,yyyy,mm,yyyymm,countoftripsstartinghere,countoftripsendinghere
3681,Grand St,40.71517767732029,-74.03768330812454,2019,12,2019-12,295,296
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,2019,12,2019-12,103,145
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2019,12,2019-12,72,93
3211,Newark Ave,40.72152515,-74.046304543,2019,12,2019-12,478,482
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2019,12,2019-12,128,121
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2019,12,2019-12,442,458
3185,City Hall,40.717732500000004,-74.04384499999999,2019,12,2019-12,484,503
3207,Oakland Ave,40.7376037,-74.05247829999999,2019,12,2019-12,219,133
3212,Christ Hospital,40.734785818,-74.050443636,2019,12,2019-12,123,78
3184,Paulus Hook,40.7141454,-74.0335519,2019,12,2019-12,309,334
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2019,12,2019-12,487,386
3267,Morris Canal,40.7124188237569,-74.03852552175522,2019,12,2019-12,436,360
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2019,12,2019-12,215,201
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2019,12,2019-12,70,68
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2019,12,2019-12,627,472
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2019,12,2019-12,288,298
3638,Washington St,40.7242941,-74.0354826,2019,12,2019-12,410,445
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2019,12,2019-12,96,66
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2019,12,2019-12,219,181
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2019,12,2019-12,463,441
3213,Van Vorst Park,40.71848892,-74.047726625,2019,12,2019-12,396,330
3280,Astor Place,40.71928220070703,-74.07126188278198,2019,12,2019-12,262,259
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2019,12,2019-12,135,135
2008,Little West St & 1 Pl,40.70569254,-74.01677685,2019,12,2019-12,0,4
3209,Brunswick St,40.7241765,-74.05065640000001,2019,12,2019-12,446,386
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2019,12,2019-12,389,322
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2019,12,2019-12,255,262
3203,Hamilton Park,40.727595965999996,-74.044247311,2019,12,2019-12,1020,911
3187,Warren St,40.721123600000006,-74.03805095,2019,12,2019-12,514,570
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2019,12,2019-12,474,303
3694,Jackson Square,40.71113,-74.0789,2019,12,2019-12,64,53
3195,Sip Ave,40.730742625306576,-74.06391263008119,2019,12,2019-12,1209,1159
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2019,12,2019-12,311,327
3202,Newport PATH,40.7272235,-74.03375890000001,2019,12,2019-12,856,848
525,W 34 St & 11 Ave,40.75594159,-74.0021163,2020,01,2020-01,0,2
3201,Dey St,40.737711,-74.066921,2020,01,2020-01,94,130
3210,Pershing Field,40.742677141,-74.051788633,2020,01,2020-01,235,247
3194,McGinley Square,40.7253399253558,-74.06762212514876,2020,01,2020-01,538,400
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2020,01,2020-01,159,218
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2020,01,2020-01,140,107
3483,Montgomery St,40.71942,-74.05099,2020,01,2020-01,259,245
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2020,01,2020-01,3100,3548
3196,Riverview Park,40.7443187,-74.04399090000001,2020,01,2020-01,118,102
3191,Union St,40.71821129999999,-74.08363940000001,2020,01,2020-01,53,63
3639,Harborside,40.71925170000001,-74.034234,2020,01,2020-01,1091,1093
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2020,01,2020-01,641,661
3481,York St,40.71649,-74.04105,2020,01,2020-01,192,245
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2020,01,2020-01,904,848
3640,Journal Square,40.733670000000004,-74.0625,2020,01,2020-01,393,325
3206,Hilltop,40.7311689,-74.0575736,2020,01,2020-01,150,113
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2020,01,2020-01,236,233
3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,2020,01,2020-01,1152,1155
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2020,01,2020-01,632,666
3681,Grand St,40.71517767732029,-74.03768330812454,2020,01,2020-01,359,405
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,2020,01,2020-01,150,189
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2020,01,2020-01,91,106
3211,Newark Ave,40.72152515,-74.046304543,2020,01,2020-01,720,717
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2020,01,2020-01,102,88
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2020,01,2020-01,556,606
3185,City Hall,40.717732500000004,-74.04384499999999,2020,01,2020-01,745,781
3207,Oakland Ave,40.7376037,-74.05247829999999,2020,01,2020-01,240,176
3212,Christ Hospital,40.734785818,-74.050443636,2020,01,2020-01,147,124
3184,Paulus Hook,40.7141454,-74.0335519,2020,01,2020-01,493,500
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2020,01,2020-01,613,604
3267,Morris Canal,40.7124188237569,-74.03852552175522,2020,01,2020-01,542,525
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2020,01,2020-01,275,283
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2020,01,2020-01,89,77
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2020,01,2020-01,776,651
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2020,01,2020-01,398,401
3638,Washington St,40.7242941,-74.0354826,2020,01,2020-01,575,614
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2020,01,2020-01,127,100
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2020,01,2020-01,253,215
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2020,01,2020-01,616,594
3213,Van Vorst Park,40.71848892,-74.047726625,2020,01,2020-01,528,461
3280,Astor Place,40.71928220070703,-74.07126188278198,2020,01,2020-01,317,338
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2020,01,2020-01,212,201
3209,Brunswick St,40.7241765,-74.05065640000001,2020,01,2020-01,529,528
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2020,01,2020-01,511,515
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2020,01,2020-01,398,472
3203,Hamilton Park,40.727595965999996,-74.044247311,2020,01,2020-01,1327,1342
3187,Warren St,40.721123600000006,-74.03805095,2020,01,2020-01,628,681
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2020,01,2020-01,584,483
3694,Jackson Square,40.71113,-74.0789,2020,01,2020-01,76,61
3195,Sip Ave,40.730742625306576,-74.06391263008119,2020,01,2020-01,1493,1310
3426,JCBS Depot,40.70965083364061,-74.0686011314392,2020,01,2020-01,0,9
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2020,01,2020-01,474,509
3202,Newport PATH,40.7272235,-74.03375890000001,2020,01,2020-01,989,953
3201,Dey St,40.737711,-74.066921,2020,02,2020-02,114,132
3210,Pershing Field,40.742677141,-74.051788633,2020,02,2020-02,209,181
3194,McGinley Square,40.7253399253558,-74.06762212514876,2020,02,2020-02,531,389
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2020,02,2020-02,134,150
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2020,02,2020-02,99,80
3483,Montgomery St,40.71942,-74.05099,2020,02,2020-02,227,224
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2020,02,2020-02,2328,3109
3196,Riverview Park,40.7443187,-74.04399090000001,2020,02,2020-02,99,74
3191,Union St,40.71821129999999,-74.08363940000001,2020,02,2020-02,59,83
3639,Harborside,40.71925170000001,-74.034234,2020,02,2020-02,1058,1087
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2020,02,2020-02,657,659
3481,York St,40.71649,-74.04105,2020,02,2020-02,204,223
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2020,02,2020-02,746,716
3640,Journal Square,40.733670000000004,-74.0625,2020,02,2020-02,370,362
3206,Hilltop,40.7311689,-74.0575736,2020,02,2020-02,142,105
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2020,02,2020-02,257,220
3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,2020,02,2020-02,922,1003
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2020,02,2020-02,517,565
3681,Grand St,40.71517767732029,-74.03768330812454,2020,02,2020-02,315,354
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,2020,02,2020-02,146,171
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2020,02,2020-02,49,57
3211,Newark Ave,40.72152515,-74.046304543,2020,02,2020-02,631,648
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2020,02,2020-02,120,112
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2020,02,2020-02,500,522
3185,City Hall,40.717732500000004,-74.04384499999999,2020,02,2020-02,683,708
3207,Oakland Ave,40.7376037,-74.05247829999999,2020,02,2020-02,224,156
3256,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,2020,02,2020-02,0,1
3212,Christ Hospital,40.734785818,-74.050443636,2020,02,2020-02,153,109
3184,Paulus Hook,40.7141454,-74.0335519,2020,02,2020-02,440,442
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2020,02,2020-02,521,441
3267,Morris Canal,40.7124188237569,-74.03852552175522,2020,02,2020-02,494,479
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2020,02,2020-02,274,240
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2020,02,2020-02,77,71
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2020,02,2020-02,654,494
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2020,02,2020-02,317,326
3638,Washington St,40.7242941,-74.0354826,2020,02,2020-02,489,499
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2020,02,2020-02,109,94
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2020,02,2020-02,244,201
83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,2020,02,2020-02,0,1
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2020,02,2020-02,526,528
3213,Van Vorst Park,40.71848892,-74.047726625,2020,02,2020-02,432,398
3280,Astor Place,40.71928220070703,-74.07126188278198,2020,02,2020-02,279,285
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2020,02,2020-02,194,209
3209,Brunswick St,40.7241765,-74.05065640000001,2020,02,2020-02,508,459
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2020,02,2020-02,464,404
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2020,02,2020-02,300,322
3203,Hamilton Park,40.727595965999996,-74.044247311,2020,02,2020-02,1202,1051
3187,Warren St,40.721123600000006,-74.03805095,2020,02,2020-02,487,556
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2020,02,2020-02,516,391
3694,Jackson Square,40.71113,-74.0789,2020,02,2020-02,100,76
3195,Sip Ave,40.730742625306576,-74.06391263008119,2020,02,2020-02,1402,1342
3426,JCBS Depot,40.70965083364061,-74.0686011314392,2020,02,2020-02,0,4
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2020,02,2020-02,461,485
3202,Newport PATH,40.7272235,-74.03375890000001,2020,02,2020-02,978,964
3201,Dey St,40.737711,-74.066921,2020,03,2020-03,75,76
3210,Pershing Field,40.742677141,-74.051788633,2020,03,2020-03,185,181
3194,McGinley Square,40.7253399253558,-74.06762212514876,2020,03,2020-03,365,310
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2020,03,2020-03,172,215
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2020,03,2020-03,98,89
3483,Montgomery St,40.71942,-74.05099,2020,03,2020-03,256,268
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2020,03,2020-03,1335,1643
3196,Riverview Park,40.7443187,-74.04399090000001,2020,03,2020-03,95,89
3191,Union St,40.71821129999999,-74.08363940000001,2020,03,2020-03,85,89
3639,Harborside,40.71925170000001,-74.034234,2020,03,2020-03,858,836
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2020,03,2020-03,641,693
3481,York St,40.71649,-74.04105,2020,03,2020-03,140,161
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2020,03,2020-03,740,694
3640,Journal Square,40.733670000000004,-74.0625,2020,03,2020-03,232,203
3206,Hilltop,40.7311689,-74.0575736,2020,03,2020-03,172,126
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2020,03,2020-03,225,216
3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,2020,03,2020-03,633,673
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2020,03,2020-03,363,377
3649,W 129 St & Convent Ave,40.81439443791581,-73.95324736833571,2020,03,2020-03,0,3
3681,Grand St,40.71517767732029,-74.03768330812454,2020,03,2020-03,239,240
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,2020,03,2020-03,138,155
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2020,03,2020-03,64,66
3211,Newark Ave,40.72152515,-74.046304543,2020,03,2020-03,469,516
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2020,03,2020-03,120,94
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2020,03,2020-03,395,410
3185,City Hall,40.717732500000004,-74.04384499999999,2020,03,2020-03,510,566
3207,Oakland Ave,40.7376037,-74.05247829999999,2020,03,2020-03,133,105
3256,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,2020,03,2020-03,0,1
3212,Christ Hospital,40.734785818,-74.050443636,2020,03,2020-03,101,85
3184,Paulus Hook,40.7141454,-74.0335519,2020,03,2020-03,401,412
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2020,03,2020-03,294,271
3267,Morris Canal,40.7124188237569,-74.03852552175522,2020,03,2020-03,436,446
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2020,03,2020-03,209,212
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2020,03,2020-03,71,60
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2020,03,2020-03,412,340
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2020,03,2020-03,381,382
3638,Washington St,40.7242941,-74.0354826,2020,03,2020-03,382,381
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2020,03,2020-03,84,77
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2020,03,2020-03,198,155
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2020,03,2020-03,452,456
3213,Van Vorst Park,40.71848892,-74.047726625,2020,03,2020-03,372,370
3280,Astor Place,40.71928220070703,-74.07126188278198,2020,03,2020-03,196,210
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2020,03,2020-03,141,142
3209,Brunswick St,40.7241765,-74.05065640000001,2020,03,2020-03,321,287
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2020,03,2020-03,324,302
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2020,03,2020-03,227,235
3203,Hamilton Park,40.727595965999996,-74.044247311,2020,03,2020-03,910,871
3187,Warren St,40.721123600000006,-74.03805095,2020,03,2020-03,434,426
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2020,03,2020-03,308,280
3694,Jackson Square,40.71113,-74.0789,2020,03,2020-03,64,63
3195,Sip Ave,40.730742625306576,-74.06391263008119,2020,03,2020-03,888,801
3426,JCBS Depot,40.70965083364061,-74.0686011314392,2020,03,2020-03,0,1
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2020,03,2020-03,676,685
3202,Newport PATH,40.7272235,-74.03375890000001,2020,03,2020-03,699,674
3201,Dey St,40.737711,-74.066921,2020,04,2020-04,62,50
3210,Pershing Field,40.742677141,-74.051788633,2020,04,2020-04,159,152
3194,McGinley Square,40.7253399253558,-74.06762212514876,2020,04,2020-04,214,175
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2020,04,2020-04,95,105
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2020,04,2020-04,80,90
3483,Montgomery St,40.71942,-74.05099,2020,04,2020-04,176,188
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2020,04,2020-04,328,424
3196,Riverview Park,40.7443187,-74.04399090000001,2020,04,2020-04,54,53
3191,Union St,40.71821129999999,-74.08363940000001,2020,04,2020-04,64,71
3639,Harborside,40.71925170000001,-74.034234,2020,04,2020-04,370,353
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2020,04,2020-04,682,663
3481,York St,40.71649,-74.04105,2020,04,2020-04,90,95
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2020,04,2020-04,416,404
3640,Journal Square,40.733670000000004,-74.0625,2020,04,2020-04,76,57
3206,Hilltop,40.7311689,-74.0575736,2020,04,2020-04,136,110
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2020,04,2020-04,172,162
3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,2020,04,2020-04,240,246
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2020,04,2020-04,112,124
3681,Grand St,40.71517767732029,-74.03768330812454,2020,04,2020-04,110,127
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,2020,04,2020-04,147,144
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2020,04,2020-04,38,60
3540,Morningside Ave & W 123 St,40.81,-73.9551508,2020,04,2020-04,0,1
3211,Newark Ave,40.72152515,-74.046304543,2020,04,2020-04,205,220
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2020,04,2020-04,78,77
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2020,04,2020-04,244,235
3185,City Hall,40.717732500000004,-74.04384499999999,2020,04,2020-04,225,245
3207,Oakland Ave,40.7376037,-74.05247829999999,2020,04,2020-04,90,66
3212,Christ Hospital,40.734785818,-74.050443636,2020,04,2020-04,96,62
3184,Paulus Hook,40.7141454,-74.0335519,2020,04,2020-04,277,277
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2020,04,2020-04,147,135
3267,Morris Canal,40.7124188237569,-74.03852552175522,2020,04,2020-04,322,337
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2020,04,2020-04,231,227
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2020,04,2020-04,21,22
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2020,04,2020-04,125,134
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2020,04,2020-04,258,254
3638,Washington St,40.7242941,-74.0354826,2020,04,2020-04,248,242
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2020,04,2020-04,35,28
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2020,04,2020-04,124,121
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2020,04,2020-04,114,116
3213,Van Vorst Park,40.71848892,-74.047726625,2020,04,2020-04,217,225
3280,Astor Place,40.71928220070703,-74.07126188278198,2020,04,2020-04,100,105
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2020,04,2020-04,31,38
3209,Brunswick St,40.7241765,-74.05065640000001,2020,04,2020-04,112,115
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2020,04,2020-04,122,117
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2020,04,2020-04,128,133
3203,Hamilton Park,40.727595965999996,-74.044247311,2020,04,2020-04,348,367
3187,Warren St,40.721123600000006,-74.03805095,2020,04,2020-04,239,240
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2020,04,2020-04,112,120
3694,Jackson Square,40.71113,-74.0789,2020,04,2020-04,63,56
3195,Sip Ave,40.730742625306576,-74.06391263008119,2020,04,2020-04,525,479
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2020,04,2020-04,347,360
3202,Newport PATH,40.7272235,-74.03375890000001,2020,04,2020-04,263,261
480,W 53 St & 10 Ave,40.76669671,-73.99061728,2020,05,2020-05,0,1
3201,Dey St,40.737711,-74.066921,2020,05,2020-05,140,120
3547,Broadway & Moylan Pl,40.8143256,-73.9590255,2020,05,2020-05,0,2
3210,Pershing Field,40.742677141,-74.051788633,2020,05,2020-05,237,234
3194,McGinley Square,40.7253399253558,-74.06762212514876,2020,05,2020-05,301,257
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2020,05,2020-05,482,470
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2020,05,2020-05,329,328
3483,Montgomery St,40.71942,-74.05099,2020,05,2020-05,320,325
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2020,05,2020-05,1061,1108
3196,Riverview Park,40.7443187,-74.04399090000001,2020,05,2020-05,163,161
3191,Union St,40.71821129999999,-74.08363940000001,2020,05,2020-05,145,150
3639,Harborside,40.71925170000001,-74.034234,2020,05,2020-05,937,923
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2020,05,2020-05,1729,1742
3481,York St,40.71649,-74.04105,2020,05,2020-05,285,270
